timestamp;AGC;SNR;latitude;longitude;height;num_satellites;class
1725970928549.0;1.6991264046231531;-0.03640981135475129;-0.8152396582495215;0.33628510590307203;0.050475068643853364;-0.46495965105935505;legitimate
1725970928549.0;-0.5135533223202464;0.433568810005895;-0.8152396582495215;0.33628510590307203;0.050475068643853364;-0.46495965105935505;legitimate
1725970928549.0;-0.5135533223202464;0.4123986018364959;-0.8152396582495215;0.33628510590307203;0.050475068643853364;-0.46495965105935505;legitimate
1725970929542.0;1.4601730856094846;0.027100813153444103;-0.8152396582495215;0.33628510590307203;0.050475068643853364;-0.46495965105935505;legitimate
1725970929542.0;-0.21700252652880656;0.5261128628606939;-0.8152396582495215;0.33628510590307203;0.050475068643853364;-0.46495965105935505;legitimate
1725970929543.0;-0.21700252652880656;0.403930518568737;-0.8152396582495215;0.33628510590307203;0.050475068643853364;-0.46495965105935505;legitimate
1725970930537.0;-0.3871994381208375;0.662207058235398;-0.8284701010041498;0.3610176886032584;0.0434855732618637;0.7623479600442274;legitimate
1725970930538.0;1.7359716110987444;0.027100813153444103;-0.8284701010041498;0.3610176886032584;0.0434855732618637;0.7623479600442274;legitimate
1725970930538.0;-0.3871994381208375;0.36582414386381923;-0.8284701010041498;0.3610176886032584;0.0434855732618637;0.7623479600442274;legitimate
1725970930539.0;-0.3871994381208375;0.403930518568737;-0.8284701010041498;0.3610176886032584;0.0434855732618637;0.7623479600442274;legitimate
1725970931557.0;1.5883265534687647;0.027100813153444103;-0.8141526761239329;0.3615335194278148;0.03887547643277077;0.7623479600442274;legitimate
1725970931557.0;-0.24681211327074645;0.5261128628606939;-0.8141526761239329;0.3615335194278148;0.03887547643277077;0.7623479600442274;legitimate
1725970931558.0;-0.24681211327074645;0.3785262687654585;-0.8141526761239329;0.3615335194278148;0.03887547643277077;0.7623479600442274;legitimate
1725970932555.0;-0.33486211666173776;0.5693838378003429;-0.8253406294662454;0.3521474055427464;0.034592093135906374;1.171450497078755;legitimate
1725970932556.0;1.485013387926367;0.027100813153444103;-0.8253406294662454;0.3521474055427464;0.034592093135906374;1.171450497078755;legitimate
1725970932556.0;-0.33486211666173776;0.4716751847108118;-0.8253406294662454;0.3521474055427464;0.034592093135906374;1.171450497078755;legitimate
1725970932556.0;-0.33486211666173776;0.3869943520332183;-0.8253406294662454;0.3521474055427464;0.034592093135906374;1.171450497078755;legitimate
1725970933568.0;-0.44310856775622104;0.662207058235398;-0.8216300761694544;0.37035242011755787;0.03432633506958382;0.7623479600442274;legitimate
1725970933569.0;1.7359716110987444;0.027100813153444103;-0.8216300761694544;0.37035242011755787;0.03432633506958382;0.7623479600442274;legitimate
1725970933569.0;-0.44310856775622104;0.40816456020261643;-0.8216300761694544;0.37035242011755787;0.03432633506958382;0.7623479600442274;legitimate
1725970933569.0;-0.44310856775622104;0.43991987245671416;-0.8216300761694544;0.37035242011755787;0.03432633506958382;0.7623479600442274;legitimate
1725970933570.0;-0.44310856775622104;0.2176326866780303;-0.8216300761694544;0.37035242011755787;0.03432633506958382;0.7623479600442274;legitimate
1725970934561.0;1.5553148669759636;0.027100813153444103;-0.8210930662606144;0.3698618790532299;0.03731431765310236;0.7623479600442274;legitimate
1725970934561.0;-0.44310856775622104;0.5624046482939482;-0.8210930662606144;0.3698618790532299;0.03731431765310236;0.7623479600442274;legitimate
1725970934563.0;-0.44310856775622104;0.42086668510425573;-0.8210930662606144;0.3698618790532299;0.03731431765310236;0.7623479600442274;legitimate
1725970935536.0;1.5883265534687647;0.027100813153444103;-0.8161677595136634;0.3624258866829148;0.03474448180067133;0.7623479600442274;legitimate
1725970935536.0;-0.1604504570221428;0.5714775946522617;-0.8161677595136634;0.3624258866829148;0.03474448180067133;0.7623479600442274;legitimate
1725970935536.0;-0.1604504570221428;0.3922869040755676;-0.8161677595136634;0.3624258866829148;0.03474448180067133;0.7623479600442274;legitimate
1725970935537.0;-0.1604504570221428;0.48982107742743947;-0.8161677595136634;0.3624258866829148;0.03474448180067133;0.7623479600442274;legitimate
1725970936550.0;-0.09484107107571903;0.580550541010575;-0.814764497066687;0.3557341358295243;0.03214242108409891;0.7623479600442274;legitimate
1725970936551.0;1.5883265534687647;0.027100813153444103;-0.814764497066687;0.3557341358295243;0.03214242108409891;0.7623479600442274;legitimate
