timestamp;constellation;AGC;SNR;latitude;longitude;height;num_satellites;class
1725970911064.0;BeiDou;;39.333333333333336;;;;;legitimate
1725970911065.0;BeiDou;;13.0;;;;;legitimate
1725970912128.0;BeiDou;;32.6;;;;;legitimate
1725970913130.0;BeiDou;;38.166666666666664;;;;;legitimate
1725970914136.0;BeiDou;;32.76923076923077;;;;;legitimate
1725970915542.0;BeiDou;;36.166666666666664;;;;;legitimate
1725970916541.0;BeiDou;;36.857142857142854;;;;;legitimate
1725970917543.0;BeiDou;;36.0625;;;;;legitimate
1725970918547.0;BeiDou;;36.05882352941177;;;;;legitimate
1725970919532.0;BeiDou;;35.75;;;;;legitimate
1725970919533.0;BeiDou;;37.666666666666664;;;;;legitimate
1725970920530.0;BeiDou;;37.23529411764706;;;;;legitimate
1725970921537.0;BeiDou;;37.411764705882355;;;;;legitimate
1725970922535.0;BeiDou;;37.411764705882355;;;;;legitimate
1725970923539.0;BeiDou;;36.3;;;;;legitimate
1725970923540.0;BeiDou;;38.57142857142857;;;;;legitimate
1725970924524.0;BeiDou;;37.23529411764706;;;;;legitimate
1725970925538.0;BeiDou;;37.1764705882353;;;;;legitimate
1725970926532.0;BeiDou;;37.23529411764706;;;;;legitimate
1725970927535.0;BeiDou;;37.294117647058826;;;;;legitimate
1725970928549.0;BeiDou;;37.294117647058826;69.212355629;15.858570977;59.9833;13.0;legitimate
1725970929542.0;BeiDou;;36.0;69.212355629;15.858570977;59.9833;13.0;legitimate
1725970929543.0;BeiDou;;38.55555555555556;69.212355629;15.858570977;59.9833;13.0;legitimate
1725970930538.0;BeiDou;;37.0;69.212319905;15.858632589;56.3828;16.0;legitimate
1725970930539.0;BeiDou;;38.0;69.212319905;15.858632589;56.3828;16.0;legitimate
1725970931557.0;BeiDou;;36.3;69.212358564;15.858633874;54.008;16.0;legitimate
1725970931558.0;BeiDou;;38.285714285714285;69.212358564;15.858633874;54.008;16.0;legitimate
1725970932556.0;BeiDou;;37.23529411764706;69.212328355;15.858610492;51.8015;17.0;legitimate
1725970933569.0;BeiDou;;37.294117647058826;69.212338374;15.858655843;51.6646;16.0;legitimate
1725970934562.0;BeiDou;;37.294117647058826;69.212339824;15.858654621;53.2038;16.0;legitimate
1725970935536.0;BeiDou;;37.47058823529411;69.212353123;15.858636097;51.88;16.0;legitimate
1725970936551.0;BeiDou;;37.47058823529411;69.212356912;15.858619427;50.5396;16.0;legitimate
1725970937560.0;BeiDou;;37.52941176470589;69.21234497;15.858620625;53.1209;16.0;legitimate
1725970938538.0;BeiDou;;37.0;69.21233914;15.858615496;56.2081;16.0;legitimate
1725970938539.0;BeiDou;;38.42857142857143;69.21233914;15.858615496;56.2081;16.0;legitimate
1725970939547.0;BeiDou;;37.0;69.21233632;15.858619929;52.9766;16.0;legitimate
1725970939548.0;BeiDou;;38.42857142857143;69.21233632;15.858619929;52.9766;16.0;legitimate
1725970940552.0;BeiDou;;37.588235294117645;69.212339262;15.858656688;54.3481;16.0;legitimate
1725970941535.0;BeiDou;;37.705882352941174;69.212343432;15.858616825;54.2314;16.0;legitimate
1725970942546.0;BeiDou;;36.75;69.212333806;15.858626576;53.9715;16.0;legitimate
1725970942547.0;BeiDou;;38.07692307692308;69.212333806;15.858626576;53.9715;16.0;legitimate
1725970943545.0;BeiDou;;37.76470588235294;69.2123519;15.858591857;53.5171;16.0;legitimate
1725970944540.0;BeiDou;;37.705882352941174;69.212352831;15.858644642;49.8643;16.0;legitimate
1725970945535.0;BeiDou;;37.76470588235294;69.212352193;15.858654545;51.4932;16.0;legitimate
1725970946544.0;BeiDou;;37.76470588235294;69.212347841;15.858625788;53.5465;16.0;legitimate
1725970947484.0;BeiDou;;37.76470588235294;69.212347841;15.858625788;53.5465;16.0;legitimate
1725970948491.0;BeiDou;;37.94117647058823;69.21234999;15.858628682;54.2325;16.0;legitimate
1725970949482.0;BeiDou;;37.5;69.212341082;15.858673683;58.0433;16.0;legitimate
1725970949483.0;BeiDou;;38.666666666666664;69.212341082;15.858673683;58.0433;16.0;legitimate
1725970950476.0;BeiDou;;38.25;69.212354343;15.858637046;53.2161;16.0;legitimate
1725970950477.0;BeiDou;;38.23076923076923;69.212354343;15.858637046;53.2161;16.0;legitimate
1725970951475.0;BeiDou;;37.625;69.212345531;15.858694924;52.7355;16.0;legitimate
1725970951476.0;BeiDou;;38.77777777777778;69.212345531;15.858694924;52.7355;16.0;legitimate
1725970952482.0;BeiDou;;38.35294117647059;69.212340019;15.858654501;53.9977;16.0;legitimate
1725970953487.0;BeiDou;;37.625;69.212335492;15.858637226;53.7123;16.0;legitimate
1725970953488.0;BeiDou;;38.888888888888886;69.212335492;15.858637226;53.7123;16.0;legitimate
1725970954469.0;BeiDou;;38.5625;69.212349246;15.858673876;48.8821;16.0;legitimate
1725970955483.0;BeiDou;;38.11764705882353;69.212365974;15.85864641;50.3742;16.0;legitimate
1725970956480.0;BeiDou;;38.23529411764706;69.212373133;15.858691457;50.2911;16.0;legitimate
1725970957472.0;BeiDou;;38.1764705882353;69.212352838;15.858600823;50.6948;16.0;legitimate
1725970958480.0;BeiDou;;38.1764705882353;69.212359511;15.858618644;52.3671;16.0;legitimate
1725970959475.0;BeiDou;;38.05882352941177;69.212343379;15.858618051;55.2115;16.0;legitimate
1725970960479.0;BeiDou;;37.25;69.212344238;15.858654535;51.0764;16.0;legitimate
1725970960480.0;BeiDou;;38.38461538461539;69.212344238;15.858654535;51.0764;16.0;legitimate
1725970961480.0;BeiDou;;38.35294117647059;69.212349546;15.858611491;48.4482;16.0;legitimate
1725970962477.0;BeiDou;;38.0;69.21234898;15.858636272;50.9027;16.0;legitimate
1725970962478.0;BeiDou;;38.46153846153846;69.21234898;15.858636272;50.9027;16.0;legitimate
1725970963489.0;BeiDou;;38.411764705882355;69.212346985;15.858603348;55.4238;16.0;legitimate
1725970964475.0;BeiDou;;38.35294117647059;69.212350305;15.858658497;52.3299;16.0;legitimate
1725970965483.0;BeiDou;;38.52941176470589;69.212348539;15.85861818;53.2879;16.0;legitimate
1725970966472.0;BeiDou;;38.294117647058826;69.212339814;15.858674519;52.8893;16.0;legitimate
1725970967484.0;BeiDou;;38.0;69.212327011;15.85869191;55.8272;15.0;legitimate
1725970967485.0;BeiDou;;38.714285714285715;69.212327011;15.85869191;55.8272;15.0;legitimate
1725970968487.0;BeiDou;;38.23529411764706;69.212376962;15.858636132;51.4701;15.0;legitimate
1725970969478.0;BeiDou;;38.1764705882353;69.212384708;15.85862153;49.2219;15.0;legitimate
1725970970483.0;BeiDou;;38.05882352941177;69.21237984;15.858628963;52.1882;15.0;legitimate
1725970971475.0;BeiDou;;38.07142857142857;69.212378982;15.858586572;55.1072;15.0;legitimate
1725970971476.0;BeiDou;;38.333333333333336;69.212378982;15.858586572;55.1072;15.0;legitimate
1725970972481.0;BeiDou;;38.11764705882353;69.21233793;15.858668072;53.0795;15.0;legitimate
1725970973490.0;BeiDou;;38.23529411764706;69.212334985;15.858659357;50.7465;15.0;legitimate
1725970974475.0;BeiDou;;38.47058823529411;69.212338291;15.858659647;58.2452;16.0;legitimate
1725970975477.0;BeiDou;;38.411764705882355;69.212395679;15.858578142;52.3377;15.0;legitimate
1725970976484.0;BeiDou;;38.35294117647059;69.212394551;15.85857297;52.478;15.0;legitimate
1725970977481.0;BeiDou;;38.25;69.212385912;15.858593876;51.1885;15.0;legitimate
1725970977482.0;BeiDou;;38.30769230769231;69.212385912;15.858593876;51.1885;15.0;legitimate
1725970978483.0;BeiDou;;38.294117647058826;69.2123947;15.858569092;51.6314;15.0;legitimate
1725970979473.0;BeiDou;;37.5;69.21236491;15.858587955;56.6841;15.0;legitimate
1725970979474.0;BeiDou;;38.77777777777778;69.21236491;15.858587955;56.6841;15.0;legitimate
1725970980479.0;BeiDou;;38.05882352941177;69.212365592;15.858586007;54.9033;15.0;legitimate
1725970981475.0;BeiDou;;38.11764705882353;69.212349117;15.858597201;56.8376;15.0;legitimate
1725970982471.0;BeiDou;;37.375;69.21236019;15.858600495;52.2334;15.0;legitimate
1725970982472.0;BeiDou;;38.666666666666664;69.21236019;15.858600495;52.2334;15.0;legitimate
1725970983483.0;BeiDou;;37.25;69.212369037;15.858646805;52.9696;16.0;legitimate
1725970983484.0;BeiDou;;38.77777777777778;69.212369037;15.858646805;52.9696;16.0;legitimate
1725970984480.0;BeiDou;;38.23529411764706;69.212361892;15.858638958;49.1767;15.0;legitimate
1725970985481.0;BeiDou;;38.705882352941174;69.212364775;15.858646969;49.8836;15.0;legitimate
1725970986482.0;BeiDou;;38.88235294117647;69.212390864;15.858596139;51.3855;16.0;legitimate
1725970987480.0;BeiDou;;38.76470588235294;69.212343578;15.858649374;50.6875;16.0;legitimate
1725970988479.0;BeiDou;;38.76470588235294;69.212348254;15.858636676;52.0799;16.0;legitimate
1725970989481.0;BeiDou;;38.88235294117647;69.212332803;15.858655668;54.2147;16.0;legitimate
1725970990474.0;BeiDou;;37.75;69.212368445;15.85861831;55.5657;16.0;legitimate
1725970990475.0;BeiDou;;39.46153846153846;69.212368445;15.85861831;55.5657;16.0;legitimate
1725970991477.0;BeiDou;;39.294117647058826;69.21237921;15.858650826;47.0367;14.0;legitimate
1725970992472.0;BeiDou;;39.411764705882355;69.212356117;15.858672067;51.2709;16.0;legitimate
1725970993486.0;BeiDou;;39.214285714285715;69.212373989;15.858659373;49.3929;16.0;legitimate
1725970993487.0;BeiDou;;40.666666666666664;69.212373989;15.858659373;49.3929;16.0;legitimate
1725970994480.0;BeiDou;;39.0;69.212374347;15.858653833;54.2097;16.0;legitimate
1725970994481.0;BeiDou;;39.53846153846154;69.212374347;15.858653833;54.2097;16.0;legitimate
1725970995480.0;BeiDou;;39.6;69.212376658;15.858617794;52.7788;16.0;legitimate
1725970995481.0;BeiDou;;40.285714285714285;69.212376658;15.858617794;52.7788;16.0;legitimate
1725970996477.0;BeiDou;;40.11764705882353;69.212381179;15.858669898;51.1683;16.0;legitimate
1725970997480.0;BeiDou;;40.1764705882353;69.212364062;15.858686146;45.553;16.0;legitimate
1725970998480.0;BeiDou;;39.94117647058823;69.212383112;15.858620231;48.6594;16.0;legitimate
1725970999479.0;BeiDou;;39.88235294117647;69.212384549;15.858623789;52.4457;16.0;legitimate
1725971000481.0;BeiDou;;41.25;69.212368662;15.858611564;48.6398;16.0;legitimate
1725971000482.0;BeiDou;;39.46153846153846;69.212368662;15.858611564;48.6398;16.0;legitimate
1725971001479.0;BeiDou;;40.0625;69.212357301;15.858617296;43.9667;16.0;legitimate
1725971002480.0;BeiDou;;39.8;69.212358324;15.858609973;53.0224;16.0;legitimate
1725971002481.0;BeiDou;;40.5;69.212358324;15.858609973;53.0224;16.0;legitimate
1725971003481.0;BeiDou;;39.125;69.212323821;15.858694808;51.186;16.0;legitimate
1725971003482.0;BeiDou;;40.55555555555556;69.212323821;15.858694808;51.186;16.0;legitimate
1725971004481.0;BeiDou;;39.75;69.212357019;15.858668076;48.3228;16.0;legitimate
1725971004482.0;BeiDou;;40.666666666666664;69.212357019;15.858668076;48.3228;16.0;legitimate
1725971005481.0;BeiDou;;40.64705882352941;69.212369908;15.85862738;44.4526;15.0;legitimate
1725971006481.0;BeiDou;;40.588235294117645;69.212387515;15.858607962;44.765;15.0;legitimate
1725971007483.0;BeiDou;;40.47058823529411;69.212382777;15.858635592;52.2076;15.0;legitimate
1725971008486.0;BeiDou;;40.23529411764706;69.212374402;15.858634942;52.0058;15.0;legitimate
1725971009479.0;BeiDou;;40.4;69.212372969;15.858663821;45.5447;15.0;legitimate
1725971009480.0;BeiDou;;39.285714285714285;69.212372969;15.858663821;45.5447;15.0;legitimate
1725971010477.0;BeiDou;;39.52941176470589;69.212365853;15.858631067;55.3259;15.0;legitimate
1725971011475.0;BeiDou;;38.88235294117647;69.212388939;15.858618465;51.0846;15.0;legitimate
1725971012482.0;BeiDou;;38.3;69.212367997;15.858611943;51.9671;15.0;legitimate
1725971012483.0;BeiDou;;38.42857142857143;69.212367997;15.858611943;51.9671;15.0;legitimate
1725971013481.0;BeiDou;;38.0;69.212387782;15.858553957;41.1946;15.0;legitimate
1725971014487.0;BeiDou;;37.88235294117647;69.212384727;15.858590272;48.8136;15.0;legitimate
1725971015471.0;BeiDou;;38.0;69.212373977;15.858597602;51.0216;15.0;legitimate
1725971016478.0;BeiDou;;40.25;69.212361084;15.858579747;48.9906;13.0;legitimate
1725971016479.0;BeiDou;;37.1;69.212361084;15.858579747;48.9906;13.0;legitimate
1725971016480.0;BeiDou;;37.0;69.212361084;15.858579747;48.9906;13.0;legitimate
1725971017483.0;BeiDou;;37.94117647058823;69.212369821;15.858590699;48.9833;14.0;legitimate
